0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000021e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.014901490149014950e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.029802980298029878e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.044704470447044807e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.059605960596059562e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.074507450745074491e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.089408940894089420e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.104310431043104349e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.119211921192119277e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.134113411341134206e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.149014901490149135e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.163916391639163890e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.178817881788178819e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.193719371937193748e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.208620862086208676e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.223522352235223605e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.238423842384238360e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.253325332533253289e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.268226822682268218e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.283128312831283147e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.298029802980298075e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.312931293129313004e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.327832783278327933e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.342734273427342861e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.357635763576357617e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.372537253725372546e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.387438743874387474e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.402340234023402403e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.417241724172417158e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.432143214321432087e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.447044704470447016e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.461946194619461944e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.476847684768476873e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.491749174917491802e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.506650665066506731e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.521552155215521659e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.536453645364536588e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.551355135513551343e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.566256625662566099e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.581158115811581027e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.596059605960595956e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.610961096109610885e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.625862586258625814e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.640764076407640742e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.655665566556655671e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.670567056705670600e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.685468546854685529e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.700370037003700457e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.715271527152715386e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.730173017301730315e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.745074507450745244e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.759975997599760172e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.774877487748775101e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.789778977897790030e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.804680468046804959e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.819581958195819540e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.834483448344834469e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.849384938493849398e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.864286428642864327e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.879187918791879255e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.894089408940894184e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.908990899089908766e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.923892389238923695e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.938793879387938623e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.953695369536953552e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.968596859685968481e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.983498349834983410e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.998399839983998338e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.013301330133013267e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.028202820282028196e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.043104310431043125e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.058005800580058053e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.072907290729072982e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.087808780878087911e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.102710271027102840e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.117611761176117768e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.132513251325132697e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.147414741474147626e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.162316231623162555e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.177217721772177483e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.192119211921192412e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.207020702070206994e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.221922192219221923e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.236823682368236851e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.251725172517251780e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.266626662666266709e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.281528152815281638e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.296429642964296219e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.311331133113311148e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.326232623262326077e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.341134113411341006e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.356035603560355934e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.370937093709370863e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.385838583858385792e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.400740074007400721e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.415641564156415649e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.430543054305430578e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.445444544454445507e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.460346034603460436e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.475247524752475364e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.490149014901490293e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.505050505050505222e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.519951995199520151e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.534853485348535079e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.549754975497550008e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.564656465646564937e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.579557955795579866e-02 1.000000000000000000e+00 1.000000000000000000e+00
