0.01,0.01,1.01,1.01
0.06,0.01,1.01,1.01
0.10999999999999999,0.01,1.01,1.01
0.16,0.01,1.01,1.01
0.21,0.01,1.01,1.01
0.01,1.26,0.01,1.01
0.06,1.26,0.01,1.01
0.10999999999999999,1.26,0.26,1.01
0.16,1.26,0.26,1.01
0.21,1.26,0.26,1.01
0.01,2.51,0.01,1.01
0.06,2.51,0.01,1.01
0.10999999999999999,2.51,0.01,1.01
0.16,2.51,0.01,1.01
0.21,2.51,0.01,1.01
0.01,3.76,0.01,1.01
0.06,3.76,0.26,1.01
0.10999999999999999,3.76,0.26,1.01
0.16,3.76,0.26,1.01
0.21,3.76,0.51,1.01
0.01,5.01,0.01,1.01
0.06,5.01,0.01,1.01
0.10999999999999999,5.01,0.01,1.01
0.16,5.01,0.01,1.01
0.21,5.01,0.01,1.01
